"year","zone","ratio"
"2010","S01001989","6.6"
"2011","S01001989","6.6"
"2012","S01001989","6.6"
"2003","S01001989","6.59"
"2004","S01001990","24.98"
"2005","S01001990","24.98"
"2006","S01001990","24.91"
"2007","S01001990","25.11"
"2008","S01001990","25.11"
"2009","S01001990","25.18"
"2010","S01001990","25.18"
"2011","S01001990","25.18"
"2012","S01001990","25.11"
"2003","S01001990","24.91"
"2004","S01001991","22.05"
"2005","S01001991","21.98"
"2006","S01001991","21.98"
"2007","S01001991","21.98"
"2008","S01001991","21.98"
"2009","S01001991","21.98"
"2010","S01001991","22.05"
"2011","S01001991","22.05"
"2012","S01001991","22.05"
"2003","S01001991","22.05"
"2004","S01001992","20.17"
"2005","S01001992","20.05"
"2006","S01001992","20.17"
"2007","S01001992","20.17"
"2008","S01001992","20.23"
"2009","S01001992","20.23"
"2010","S01001992","20.17"
"2011","S01001992","20.55"
"2012","S01001992","21.11"
"2003","S01001992","20.23"
"2004","S01001993","33.63"
"2005","S01001993","33.63"
"2006","S01001993","33.63"
"2007","S01001993","23.78"
"2008","S01001993","23.87"
"2009","S01001993","23.78"
"2010","S01001993","23.78"
"2011","S01001993","23.78"
"2012","S01001993","23.78"
"2003","S01001993","33.47"
"2004","S01001994","38.5"
"2005","S01001994","38.5"
"2006","S01001994","38.59"
"2007","S01001994","38.68"
"2008","S01001994","38.68"
"2009","S01001994","38.68"
"2010","S01001994","38.59"
"2011","S01001994","39.32"
"2012","S01001994","39.59"
"2003","S01001994","37.87"
"2004","S01001995","45.87"
"2005","S01001995","45.87"
"2006","S01001995","45.87"
"2007","S01001995","45.87"
"2008","S01001995","45.87"
"2009","S01001995","45.87"
"2010","S01001995","45.87"
"2011","S01001995","45.87"
"2012","S01001995","45.87"
"2003","S01001995","45.87"
"2004","S01001996","118.96"
"2005","S01001996","118.96"
"2006","S01001996","118.96"
"2007","S01001996","118.96"
"2008","S01001996","118.96"
"2009","S01001996","118.96"
"2010","S01001996","118.96"
"2011","S01001996","118.96"
"2012","S01001996","118.96"
"2003","S01001996","118.96"
"2004","S01001997","22.81"
"2005","S01001997","25.02"
"2006","S01001997","25.02"
"2007","S01001997","25.02"
"2008","S01001997","25.02"
"2009","S01001997","25.02"
"2010","S01001997","24.97"
"2011","S01001997","24.97"
"2012","S01001997","24.91"
"2003","S01001997","21.94"
"2004","S01001998","42.02"
"2005","S01001998","42.02"
"2006","S01001998","42.02"
"2007","S01001998","41.88"
"2008","S01001998","42.02"
"2009","S01001998","42.02"
"2010","S01001998","42.02"
"2011","S01001998","42.02"
"2012","S01001998","42.02"
"2003","S01001998","42.02"
"2004","S01001999","98.14"
"2005","S01001999","98.14"
"2006","S01001999","98.14"
"2007","S01001999","98.14"
"2008","S01001999","98.14"
"2009","S01001999","98.14"
"2010","S01001999","98.14"
"2011","S01001999","98.14"
"2012","S01001999","98.14"
"2003","S01001999","98.14"
"2004","S01002000","22.6"
"2005","S01002000","22.6"
"2006","S01002000","22.6"
"2007","S01002000","22.6"
"2008","S01002000","22.6"
"2009","S01002000","22.6"
"2010","S01002000","22.6"
"2011","S01002000","22.6"
"2012","S01002000","22.54"
"2003","S01002000","22.48"
"2004","S01002001","121.87"
"2005","S01002001","121.87"
"2006","S01002001","121.87"
"2007","S01002001","121.87"
"2008","S01002001","121.87"
"2009","S01002001","121.87"
"2010","S01002001","121.87"
"2011","S01002001","121.87"
"2012","S01002001","121.87"
"2003","S01002001","121.46"
"2004","S01002002","80.73"
"2005","S01002002","80.42"
"2006","S01002002","80.42"
"2007","S01002002","80.42"
"2008","S01002002","80.42"
"2009","S01002002","80.42"
"2010","S01002002","80.42"
"2011","S01002002","80.42"
"2012","S01002002","80.11"
"2003","S01002002","80.73"
"2004","S01002003","2.75"
"2005","S01002003","2.75"
"2006","S01002003","2.84"
"2007","S01002003","2.85"
"2008","S01002003","2.88"
"2009","S01002003","2.87"
"2010","S01002003","2.88"
"2011","S01002003","2.88"
"2012","S01002003","2.88"
"2003","S01002003","2.74"
"2004","S01002004","89.25"
"2005","S01002004","89.25"
"2006","S01002004","89.25"
"2007","S01002004","89.25"
"2008","S01002004","89.25"
"2009","S01002004","89.25"
"2010","S01002004","89.25"
"2011","S01002004","89.25"
"2012","S01002004","91.97"
"2003","S01002004","89.25"
"2004","S01002005","39.99"
"2005","S01002005","39.99"
"2006","S01002005","39.99"
"2007","S01002005","41.18"
"2008","S01002005","41.18"
"2009","S01002005","41.18"
"2010","S01002005","41.18"
"2011","S01002005","41.18"
"2012","S01002005","41.18"
"2003","S01002005","39.99"
"2004","S01002006","9.64"
"2005","S01002006","9.64"
"2006","S01002006","9.64"
"2007","S01002006","9.64"
"2008","S01002006","9.67"
"2009","S01002006","9.67"
"2010","S01002006","9.67"
"2011","S01002006","9.67"
"2012","S01002006","9.67"
"2003","S01002006","9.62"
"2004","S01002007","201.78"
"2005","S01002007","202.06"
"2006","S01002007","202.06"
"2007","S01002007","202.06"
"2008","S01002007","202.06"
"2009","S01002007","202.06"
"2010","S01002007","202.06"
"2011","S01002007","202.06"
"2012","S01002007","202.06"
"2003","S01002007","201.78"
"2004","S01002008","47.83"
"2005","S01002008","47.95"
"2006","S01002008","48.06"
"2007","S01002008","47.95"
"2008","S01002008","47.71"
"2009","S01002008","47.95"
"2010","S01002008","47.95"
"2011","S01002008","47.95"
"2012","S01002008","47.95"
"2003","S01002008","47.48"
"2004","S01002009","49.65"
"2005","S01002009","49.65"
"2006","S01002009","49.52"
"2007","S01002009","49.52"
"2008","S01002009","49.52"
"2009","S01002009","49.52"
"2010","S01002009","49.52"
"2011","S01002009","49.52"
"2012","S01002009","49.39"
"2003","S01002009","49.65"
"2004","S01002010","96.93"
"2005","S01002010","96.93"
"2006","S01002010","96.93"
"2007","S01002010","96.93"
"2008","S01002010","96.93"
"2009","S01002010","96.93"
"2010","S01002010","96.93"
"2011","S01002010","96.93"
"2012","S01002010","96.93"
"2003","S01002010","96.93"
"2004","S01002011","23.06"
"2005","S01002011","23.22"
"2006","S01002011","23.22"
"2007","S01002011","23.22"
"2008","S01002011","23.22"
"2009","S01002011","23.22"
"2010","S01002011","23.22"
"2011","S01002011","23.22"
"2012","S01002011","23.22"
"2003","S01002011","23.06"
"2004","S01002012","136.4"
"2005","S01002012","136.03"
"2006","S01002012","136.03"
"2007","S01002012","135.29"
"2008","S01002012","135.29"
"2009","S01002012","135.29"
"2010","S01002012","135.29"
"2011","S01002012","135.29"
"2012","S01002012","135.29"
"2003","S01002012","136.4"
"2004","S01002013","31.86"
"2005","S01002013","31.95"
"2006","S01002013","31.95"
"2007","S01002013","31.95"
"2008","S01002013","31.95"
"2009","S01002013","31.95"
"2010","S01002013","32.29"
"2011","S01002013","32.2"
"2012","S01002013","32.2"
"2003","S01002013","31.78"
"2004","S01002014","53.12"
"2005","S01002014","53.12"
"2006","S01002014","53.12"
"2007","S01002014","53.12"
"2008","S01002014","52.96"
"2009","S01002014","52.96"
"2010","S01002014","52.33"
"2011","S01002014","52.33"
"2012","S01002014","52.33"
"2003","S01002014","53.43"
"2004","S01002015","22.01"
"2005","S01002015","22.01"
"2006","S01002015","22.01"
"2007","S01002015","22.01"
"2008","S01002015","22.01"
"2009","S01002015","22.01"
"2010","S01002015","22.01"
"2011","S01002015","22.01"
"2012","S01002015","22.01"
"2003","S01002015","22.08"
"2004","S01002016","101.46"
"2005","S01002016","101.46"
"2006","S01002016","101.75"
"2007","S01002016","102.04"
"2008","S01002016","102.33"
"2009","S01002016","102.04"
"2010","S01002016","102.33"
"2011","S01002016","102.33"
"2012","S01002016","102.33"
"2003","S01002016","101.46"
"2004","S01002017","15.51"
"2005","S01002017","15.51"
"2006","S01002017","15.51"
"2007","S01002017",15
"2008","S01002017",15
"2009","S01002017","15.39"
"2010","S01002017","15.42"
"2011","S01002017","15.42"
"2012","S01002017","15.42"
"2003","S01002017","15.51"
"2004","S01002018","30.61"
"2005","S01002018","30.61"
"2006","S01002018","30.61"
"2007","S01002018","30.52"
"2008","S01002018","30.61"
"2009","S01002018","30.61"
"2010","S01002018","30.61"
"2011","S01002018","30.61"
"2012","S01002018","30.61"
"2003","S01002018","30.61"
"2004","S01002019","98.51"
"2005","S01002019","98.51"
"2006","S01002019","98.16"
"2007","S01002019","97.81"
"2008","S01002019","97.81"
"2009","S01002019","98.16"
"2010","S01002019","98.51"
"2011","S01002019","98.51"
"2012","S01002019","98.51"
"2003","S01002019","98.51"
"2004","S01002020","181.13"
"2005","S01002020","181.13"
"2006","S01002020","181.13"
"2007","S01002020","181.13"
"2008","S01002020","181.13"
"2009","S01002020","181.13"
"2010","S01002020","181.13"
"2011","S01002020","181.13"
"2012","S01002020","181.13"
"2003","S01002020","179.51"
"2004","S01002021","9.44"
"2005","S01002021","9.47"
"2006","S01002021","9.47"
"2007","S01002021","9.47"
"2008","S01002021","9.47"
"2009","S01002021","9.47"
"2010","S01002021","9.49"
"2011","S01002021","9.49"
"2012","S01002021","9.49"
"2003","S01002021","9.44"
"2004","S01002022","0.33"
"2005","S01002022","0.35"
"2006","S01002022","0.41"
"2007","S01002022","0.42"
"2008","S01002022","0.42"
"2009","S01002022","0.43"
"2010","S01002022","0.43"
"2011","S01002022","0.43"
"2012","S01002022","0.43"
"2003","S01002022","0.32"
"2004","S01002023","74.92"
"2005","S01002023","74.92"
"2006","S01002023","74.92"
"2007","S01002023","74.92"
"2008","S01002023","74.92"
"2009","S01002023","74.92"
"2010","S01002023","74.92"
"2011","S01002023","74.92"
"2012","S01002023","74.92"
"2003","S01002023","74.92"
"2004","S01002024","78.86"
"2005","S01002024","79.1"
"2006","S01002024","78.86"
"2007","S01002024","78.86"
"2008","S01002024","79.1"
"2009","S01002024","79.1"
"2010","S01002024","79.58"
"2011","S01002024","79.58"
"2012","S01002024","80.05"
"2003","S01002024","77.91"
"2004","S01002025","161.12"
"2005","S01002025","161.12"
"2006","S01002025","161.12"
"2007","S01002025","161.12"
"2008","S01002025","161.12"
"2009","S01002025","161.12"
"2010","S01002025","161.12"
"2011","S01002025","161.12"
"2012","S01002025","161.12"
"2003","S01002025","161.12"
"2004","S01002026","24.94"
"2005","S01002026","25.01"
"2006","S01002026","24.94"
"2007","S01002026","25.09"
"2008","S01002026","25.09"
"2009","S01002026","25.09"
"2010","S01002026","25.09"
"2011","S01002026","25.09"
"2012","S01002026","25.09"
"2003","S01002026","24.94"
"2004","S01002027","94.17"
"2005","S01002027","94.37"
"2006","S01002027","94.37"
"2007","S01002027","94.99"
"2008","S01002027","96.22"
"2009","S01002027","96.63"
"2010","S01002027","96.63"
"2011","S01002027","96.63"
"2012","S01002027","96.83"
"2003","S01002027","93.35"
"2004","S01002028","13.98"
"2005","S01002028","13.86"
"2006","S01002028","13.79"
"2007","S01002028","12.48"
"2008","S01002028","12.29"
"2009","S01002028","12.32"
"2010","S01002028","12.38"
"2011","S01002028","12.29"
"2012","S01002028","12.35"
"2003","S01002028","13.86"
"2004","S01002029","112.26"
"2005","S01002029","112.26"
"2006","S01002029","113.07"
"2007","S01002029","113.47"
"2008","S01002029","113.47"
"2009","S01002029","113.47"
"2010","S01002029","113.47"
"2011","S01002029","113.47"
"2012","S01002029","112.66"
"2003","S01002029","112.26"
"2004","S01002030","215.57"
"2005","S01002030","215.57"
"2006","S01002030","215.57"
"2007","S01002030","215.57"
"2008","S01002030","215.57"
"2009","S01002030","216.01"
"2010","S01002030","216.01"
"2011","S01002030","216.44"
"2012","S01002030","216.44"
"2003","S01002030","215.57"
"2004","S01002031","16.03"
"2005","S01002031","16.03"
"2006","S01002031",16
"2007","S01002031",16
"2008","S01002031",16
"2009","S01002031",16
"2010","S01002031",16
"2011","S01002031","18.4"
"2012","S01002031","22.98"
"2003","S01002031","16.03"
"2004","S01002032","90.15"
"2005","S01002032","90.38"
"2006","S01002032","90.38"
"2007","S01002032","90.61"
"2008","S01002032","90.61"
"2009","S01002032","90.15"
"2010","S01002032","90.38"
"2011","S01002032","90.15"
"2012","S01002032","90.15"
"2003","S01002032","90.61"
"2004","S01002033","28.83"
"2005","S01002033","28.77"
"2006","S01002033","28.77"
"2007","S01002033","28.61"
"2008","S01002033","28.93"
"2009","S01002033","28.99"
"2010","S01002033","28.99"
"2011","S01002033","29.04"
"2012","S01002033","29.26"
"2003","S01002033","28.83"
"2004","S01002034","98.33"
"2005","S01002034","98.77"
"2006","S01002034","98.77"
"2007","S01002034","98.77"
"2008","S01002034","98.98"
"2009","S01002034","98.98"
"2010","S01002034","98.98"
"2011","S01002034","98.98"
"2012","S01002034","98.98"
"2003","S01002034","98.33"
"2004","S01002035","19.24"
"2005","S01002035","19.24"
"2006","S01002035","19.24"
"2007","S01002035","19.24"
"2008","S01002035","19.3"
"2009","S01002035","19.3"
"2010","S01002035","19.3"
"2011","S01002035","19.3"
"2012","S01002035","19.3"
"2003","S01002035","19.24"
"2004","S01002036","58.89"
"2005","S01002036","58.89"
"2006","S01002036","58.89"
"2007","S01002036","58.89"
"2008","S01002036","58.89"
"2009","S01002036","58.89"
"2010","S01002036","58.89"
"2011","S01002036","58.89"
"2012","S01002036","58.89"
"2003","S01002036","58.89"
"2004","S01002037","92.06"
"2005","S01002037","92.06"
"2006","S01002037","92.06"
"2007","S01002037","92.06"
"2008","S01002037","92.35"
"2009","S01002037","92.35"
"2010","S01002037","92.35"
"2011","S01002037","92.35"
"2012","S01002037","92.35"
"2003","S01002037","91.77"
"2004","S01002038","19.14"
"2005","S01002038","19.14"
"2006","S01002038","19.14"
"2007","S01002038","19.14"
"2008","S01002038","19.14"
"2009","S01002038","19.14"
"2010","S01002038","19.14"
"2011","S01002038","19.14"
"2012","S01002038","19.14"
"2003","S01002038","19.14"
"2004","S01002039","2.38"
"2005","S01002039","2.38"
"2006","S01002039","2.38"
"2007","S01002039","2.39"
"2008","S01002039","2.39"
"2009","S01002039","2.38"
"2010","S01002039","2.39"
"2011","S01002039","2.39"
"2012","S01002039","2.39"
"2003","S01002039","2.37"
"2004","S01002040","56.22"
"2005","S01002040","56.4"
"2006","S01002040","56.96"
"2007","S01002040","56.96"
"2008","S01002040","57.14"
"2009","S01002040","65.84"
"2010","S01002040","65.84"
"2011","S01002040","65.84"
"2012","S01002040","65.65"
"2003","S01002040","55.85"
"2004","S01002041","61.28"
"2005","S01002041","61.84"
"2006","S01002041","61.98"
"2007","S01002041","61.98"
"2008","S01002041","61.98"
"2009","S01002041","62.25"
"2010","S01002041","63.79"
"2011","S01002041","62.39"
"2012","S01002041","62.25"
"2003","S01002041","60.3"
"2004","S01002042","23.65"
"2005","S01002042","23.65"
"2006","S01002042","23.65"
"2007","S01002042","23.65"
"2008","S01002042","23.69"
"2009","S01002042","23.69"
"2010","S01002042","23.65"
"2011","S01002042","23.65"
"2012","S01002042","23.65"
"2003","S01002042","23.21"
"2004","S01002043","29.95"
"2005","S01002043","29.95"
"2006","S01002043","29.95"
"2007","S01002043","29.95"
"2008","S01002043","29.95"
"2009","S01002043","30.11"
"2010","S01002043","30.03"
"2011","S01002043","30.03"
"2012","S01002043","30.03"
"2003","S01002043","29.95"
"2004","S01002044","48.55"
"2005","S01002044","48.55"
"2006","S01002044","48.55"
"2007","S01002044","48.55"
"2008","S01002044","48.55"
"2009","S01002044","48.55"
"2010","S01002044","48.55"
"2011","S01002044","48.55"
"2012","S01002044","48.55"
"2003","S01002044","48.55"
"2004","S01002045",12
"2005","S01002045",12
"2006","S01002045",12
"2007","S01002045",12
"2008","S01002045",12
"2009","S01002045",12
"2010","S01002045",12
"2011","S01002045",12
"2012","S01002045",12
"2003","S01002045","10.9"
"2004","S01002046","107.47"
"2005","S01002046","107.47"
"2006","S01002046","107.47"
"2007","S01002046","107.47"
"2008","S01002046","107.47"
"2009","S01002046","107.47"
"2010","S01002046","107.73"
"2011","S01002046","107.73"
"2012","S01002046","107.73"
"2003","S01002046","107.47"
"2004","S01002047","56.13"
"2005","S01002047","56.13"
"2006","S01002047","56.76"
"2007","S01002047","56.6"
"2008","S01002047","55.35"
"2009","S01002047","55.66"
"2010","S01002047","55.66"
"2011","S01002047","55.51"
"2012","S01002047","55.35"
"2003","S01002047","56.13"
"2004","S01002048","56.78"
"2005","S01002048","56.97"
"2006","S01002048","56.97"
"2007","S01002048","56.97"
"2008","S01002048","56.97"
"2009","S01002048","56.97"
"2010","S01002048","56.97"
"2011","S01002048","56.97"
"2012","S01002048","56.97"
"2003","S01002048","56.78"
"2004","S01002049","107.11"
"2005","S01002049","107.11"
"2006","S01002049","107.11"
"2007","S01002049","107.11"
"2008","S01002049","107.3"
"2009","S01002049","107.3"
"2010","S01002049","107.3"
"2011","S01002049","107.3"
"2012","S01002049","107.3"
"2003","S01002049","107.11"
"2004","S01002050","13.2"
"2005","S01002050","13.16"
"2006","S01002050","13.2"
"2007","S01002050","13.12"
"2008","S01002050","13.2"
"2009","S01002050","12.85"
"2010","S01002050","12.85"
"2011","S01002050","12.85"
"2012","S01002050","12.85"
"2003","S01002050","13.16"
"2004","S01002051","14.44"
"2005","S01002051","14.44"
"2006","S01002051","14.48"
"2007","S01002051","14.48"
"2008","S01002051","14.51"
"2009","S01002051","14.51"
"2010","S01002051","14.51"
"2011","S01002051","14.51"
"2012","S01002051","14.51"
"2003","S01002051","14.44"
"2004","S01002052","117.19"
"2005","S01002052","117.63"
"2006","S01002052","117.85"
"2007","S01002052","118.07"
"2008","S01002052","118.52"
"2009","S01002052","118.52"
"2010","S01002052","118.74"
"2011","S01002052","118.74"
"2012","S01002052","118.74"
"2003","S01002052","108.8"
"2004","S01002053","98.17"
"2005","S01002053","102.04"
"2006","S01002053","111.41"
"2007","S01002053","111.73"
"2008","S01002053","113.02"
"2009","S01002053","113.02"
"2010","S01002053","113.02"
"2011","S01002053","113.02"
"2012","S01002053","113.02"
"2003","S01002053","98.17"
"2004","S01002054","103.6"
"2005","S01002054","103.6"
"2006","S01002054","103.6"
"2007","S01002054","103.6"
"2008","S01002054","103.6"
"2009","S01002054","103.6"
"2010","S01002054","103.6"
"2011","S01002054","103.6"
"2012","S01002054","103.6"
"2003","S01002054","103.6"
"2004","S01002055","9.46"
"2005","S01002055","9.42"
"2006","S01002055","9.42"
"2007","S01002055","12.38"
"2008","S01002055","12.38"
"2009","S01002055","13.52"
"2010","S01002055","14.19"
"2011","S01002055","14.66"
"2012","S01002055",16
"2003","S01002055","9.42"
"2004","S01002056","23.56"
"2005","S01002056","23.56"
"2006","S01002056","23.56"
"2007","S01002056","23.71"
"2008","S01002056","23.81"
"2009","S01002056","23.81"
"2010","S01002056","23.81"
"2011","S01002056","23.86"
"2012","S01002056","23.86"
"2003","S01002056","23.61"
"2004","S01002057","16.84"
"2005","S01002057","16.84"
"2006","S01002057","16.84"
"2007","S01002057","16.75"
"2008","S01002057","17.43"
"2009","S01002057","17.99"
"2010","S01002057","18.41"
"2011","S01002057","19.48"
"2012","S01002057","20.67"
"2003","S01002057","16.84"
"2004","S01002058","29.05"
"2005","S01002058","29.05"
"2006","S01002058","29.05"
"2007","S01002058","29.05"
"2008","S01002058","29.21"
"2009","S01002058","29.48"
"2010","S01002058","47.94"
"2011","S01002058","47.24"
"2012","S01002058","48.63"
"2003","S01002058","24.82"
"2004","S01002059","53.16"
"2005","S01002059","53.16"
"2006","S01002059","53.16"
"2007","S01002059","53.16"
"2008","S01002059","53.16"
"2009","S01002059","53.16"
"2010","S01002059","53.16"
"2011","S01002059","53.16"
"2012","S01002059","53.16"
"2003","S01002059","53.16"
"2004","S01002060","123.07"
"2005","S01002060","123.07"
"2006","S01002060","122.7"
"2007","S01002060","123.43"
"2008","S01002060","123.79"
"2009","S01002060","123.79"
"2010","S01002060","123.79"
"2011","S01002060","124.16"
"2012","S01002060","124.16"
"2003","S01002060","123.07"
"2004","S01002061","149.68"
"2005","S01002061","150.05"
"2006","S01002061","150.05"
"2007","S01002061","150.42"
"2008","S01002061","150.42"
"2009","S01002061","150.42"
"2010","S01002061","150.05"
"2011","S01002061","150.05"
"2012","S01002061","150.05"
"2003","S01002061","148.93"
"2004","S01002062","30.21"
"2005","S01002062","30.21"
"2006","S01002062","30.21"
"2007","S01002062","30.21"
"2008","S01002062","30.21"
"2009","S01002062","30.11"
"2010","S01002062","30.21"
"2011","S01002062","30.21"
"2012","S01002062","30.21"
"2003","S01002062","30.21"
"2004","S01002063","56.37"
"2005","S01002063","59.02"
"2006","S01002063","61.56"
"2007","S01002063","67.66"
"2008","S01002063","67.55"
"2009","S01002063","67.55"
"2010","S01002063","69.16"
"2011","S01002063","69.28"
"2012","S01002063","69.85"
"2003","S01002063","56.37"
"2004","S01002064","37.38"
"2005","S01002064","37.38"
"2006","S01002064","37.38"
"2007","S01002064","37.38"
"2008","S01002064","38.7"
"2009","S01002064","39.7"
"2010","S01002064","39.7"
"2011","S01002064","39.7"
"2012","S01002064","39.7"
"2003","S01002064","34.12"
"2004","S01002065","22.03"
"2005","S01002065","22.03"
"2006","S01002065","21.96"
"2007","S01002065","21.96"
"2008","S01002065","21.96"
"2009","S01002065","28.17"
"2010","S01002065","27.96"
"2011","S01002065","27.96"
"2012","S01002065","27.96"
"2003","S01002065","22.03"
"2004","S01002066","8.41"
"2005","S01002066","8.54"
"2006","S01002066","8.56"
"2007","S01002066","8.54"
"2008","S01002066","11.11"
"2009","S01002066","12.17"
"2010","S01002066","13.29"
"2011","S01002066","15.1"
"2012","S01002066","15.74"
"2003","S01002066","8.41"
"2004","S01002067","23.84"
"2005","S01002067","24.55"
"2006","S01002067","24.5"
"2007","S01002067","23.95"
"2008","S01002067","23.95"
"2009","S01002067","23.95"
"2010","S01002067","23.95"
"2011","S01002067","23.95"
"2012","S01002067",24
"2003","S01002067","23.72"
"2004","S01002068","171.24"
"2005","S01002068","171.24"
"2006","S01002068","175.66"
"2007","S01002068","175.66"
"2008","S01002068","175.36"
"2009","S01002068","175.36"
"2010","S01002068","175.36"
"2011","S01002068","175.36"
"2012","S01002068","176.25"
"2003","S01002068","171.24"
"2004","S01002069","24.4"
"2005","S01002069","24.48"
"2006","S01002069","24.48"
"2007","S01002069","24.48"
"2008","S01002069","24.48"
"2009","S01002069","24.32"
"2010","S01002069","24.32"
"2011","S01002069","24.4"
"2012","S01002069","24.4"
"2003","S01002069","24.08"
"2004","S01002070","80.45"
"2005","S01002070","80.45"
"2006","S01002070","80.45"
"2007","S01002070","80.45"
"2008","S01002070","80.66"
"2009","S01002070","80.66"
"2010","S01002070","80.66"
"2011","S01002070","81.09"
"2012","S01002070","81.3"
"2003","S01002070","80.66"
"2004","S01002071","108.81"
"2005","S01002071","109.12"
"2006","S01002071","109.12"
"2007","S01002071","109.12"
"2008","S01002071","109.12"
"2009","S01002071","109.12"
"2010","S01002071","109.12"
"2011","S01002071","109.12"
"2012","S01002071","108.81"
"2003","S01002071","108.49"
"2004","S01002072","12.76"
"2005","S01002072","12.78"
"2006","S01002072","12.85"
"2007","S01002072","12.97"
"2008","S01002072","13.15"
"2009","S01002072","13.11"
"2010","S01002072","13.11"
"2011","S01002072","13.13"
"2012","S01002072","13.13"
"2003","S01002072","12.37"
"2004","S01002073","192.7"
"2005","S01002073","192.7"
"2006","S01002073","192.7"
"2007","S01002073","198.62"
"2008","S01002073","198.62"
"2009","S01002073","198.62"
"2010","S01002073","198.62"
"2011","S01002073","198.62"
"2012","S01002073","198.16"
"2003","S01002073","192.7"
"2004","S01002074","18.17"
"2005","S01002074","18.17"
"2006","S01002074","18.36"
"2007","S01002074","18.42"
"2008","S01002074","18.42"
"2009","S01002074","18.42"
"2010","S01002074","18.36"
"2011","S01002074","18.36"
"2012","S01002074","18.36"
"2003","S01002074","18.17"
"2004","S01002075","41.88"
"2005","S01002075","41.88"
"2006","S01002075","41.88"
"2007","S01002075","41.88"
"2008","S01002075","41.88"
"2009","S01002075","41.8"
"2010","S01002075","41.8"
"2011","S01002075","41.8"
"2012","S01002075","42.04"
"2003","S01002075","41.88"
"2004","S01002076","87.56"
"2005","S01002076","87.36"
"2006","S01002076","87.56"
"2007","S01002076","90.12"
"2008","S01002076","90.12"
"2009","S01002076","90.12"
"2010","S01002076","90.32"
"2011","S01002076","90.12"
"2012","S01002076","90.32"
"2003","S01002076","87.36"
"2004","S01002077","19.03"
"2005","S01002077","19.03"
"2006","S01002077","19.03"
"2007","S01002077","19.03"
"2008","S01002077","19.03"
"2009","S01002077","19.03"
"2010","S01002077","19.03"
"2011","S01002077","19.08"
"2012","S01002077","19.08"
"2003","S01002077","19.03"
"2004","S01002078","0.3"
"2005","S01002078","0.31"
"2006","S01002078","0.31"
"2007","S01002078","0.32"
"2008","S01002078","0.31"
"2009","S01002078","0.32"
"2010","S01002078","0.32"
"2011","S01002078","0.32"
"2012","S01002078","0.32"
"2003","S01002078","0.3"
"2004","S01002079","84.51"
"2005","S01002079","84.68"
"2006","S01002079","84.85"
"2007","S01002079","84.85"
"2008","S01002079","84.85"
"2009","S01002079","84.85"
"2010","S01002079","141.69"
"2011","S01002079","141.69"
"2012","S01002079","141.69"
"2003","S01002079","85.18"
"2004","S01002080","20.89"
"2005","S01002080","20.89"
"2006","S01002080","20.89"
"2007","S01002080","17.59"
"2008","S01002080","17.59"
"2009","S01002080","17.55"
"2010","S01002080","17.55"
"2011","S01002080","17.5"
"2012","S01002080","17.5"
"2003","S01002080","20.89"
"2004","S01002081","80.58"
"2005","S01002081","80.79"
"2006","S01002081","80.58"
"2007","S01002081","80.79"
"2008","S01002081","80.58"
"2009","S01002081","80.58"
"2010","S01002081","80.58"
"2011","S01002081","80.58"
"2012","S01002081","81.21"
"2003","S01002081","80.15"
"2004","S01002082","39.11"
"2005","S01002082","39.11"
"2006","S01002082","39.32"
"2007","S01002082","39.61"
"2008","S01002082","39.68"
"2009","S01002082","38.82"
"2010","S01002082","38.97"
"2011","S01002082","38.97"
"2012","S01002082","39.11"
"2003","S01002082","39.04"
"2004","S01002083","32.63"
"2005","S01002083","32.63"
"2006","S01002083","32.63"
"2007","S01002083","32.63"
"2008","S01002083","32.63"
"2009","S01002083","32.63"
"2010","S01002083","32.63"
"2011","S01002083","32.63"
"2012","S01002083","32.63"
"2003","S01002083","32.74"
"2004","S01002084","54.83"
"2005","S01002084","55.07"
"2006","S01002084","55.19"
"2007","S01002084","55.31"
"2008","S01002084","55.31"
"2009","S01002084","59.39"
"2010","S01002084","55.79"
"2011","S01002084","55.91"
"2012","S01002084","56.75"
"2003","S01002084","45.59"
"2004","S01002085","88.93"
"2005","S01002085","89.24"
"2006","S01002085","90.17"
"2007","S01002085","108.89"
"2008","S01002085","108.27"
"2009","S01002085","108.27"
"2010","S01002085","107.33"
"2011","S01002085","107.65"
"2012","S01002085","108.27"
"2003","S01002085","88.93"
"2004","S01002086","77.11"
"2005","S01002086","71.97"
"2006","S01002086","72.39"
"2007","S01002086","72.59"
"2008","S01002086","81.43"
"2009","S01002086","83.9"
"2010","S01002086","84.11"
"2011","S01002086","84.11"
"2012","S01002086","84.11"
"2003","S01002086","75.88"
"2004","S01002087","67.93"
"2005","S01002087","69.24"
"2006","S01002087","69.36"
"2007","S01002087","74.72"
"2008","S01002087","74.72"
"2009","S01002087","74.72"
"2010","S01002087","75.91"
"2011","S01002087","75.68"
"2012","S01002087","75.68"
"2003","S01002087","67.93"
"2004","S01002088","16.38"
"2005","S01002088","16.34"
"2006","S01002088","16.34"
"2007","S01002088","16.38"
"2008","S01002088","16.34"
"2009","S01002088","16.34"
"2010","S01002088","16.67"
"2011","S01002088","18.28"
"2012","S01002088","18.28"
"2003","S01002088","16.3"
"2004","S01002089","19.46"
"2005","S01002089","19.42"
"2006","S01002089","19.42"
"2007","S01002089","19.64"
"2008","S01002089","19.46"
"2009","S01002089","19.51"
"2010","S01002089","19.51"
"2011","S01002089","19.55"
"2012","S01002089","19.6"
